product_ingredient_id,ingredient_id,product_id
362,20040017021648,362
363,20040017021648,428
364,2017278206874,428
365,2017278206874,362
366,2017278206874,423
367,2017278206874,19
368,200400151071020,353
369,200400151071020,116
370,20040015107961,380
371,20040015107961,428
372,20172880236156,61
373,20172880236156,353
374,20172880236156,355
375,20172880236156,142
376,20172880236156,424
377,20172880236156,140
378,20172880236156,141
379,200400200061051,151
380,200400200061926,423
381,200400200061926,152
382,200400200061926,425
383,200400200061926,426
384,200400200061926,392
385,200400200061926,355
386,200400200061926,150
387,200400200061926,111
388,200400200061926,362
389,200400200061926,365
390,200400200061926,428
391,200400200061926,430
392,200400200061926,18
393,200400200061926,142
394,200400200061926,115
395,200400200061926,138
396,200400200061926,143
397,200400200061926,424
398,200400200061926,139
399,200400200061926,141
400,200400200061926,140
401,200400200061926,21
402,2014002001276,353
403,2014002001276,61
404,2014002001276,355
405,2014002001276,142
406,2014002001276,424
407,2014002001276,152
408,2014002001276,151
409,2004001510459,419
410,200400200201018,425
411,200400200201018,140
412,200400200201018,141
413,200400200201018,424
414,200400200201018,152
415,200400200201018,362
416,200400200201018,428
417,200400200201018,343
418,200400200201018,142
419,20040020020980,15
420,200400150831841,18
421,2014002002826,152
422,200400200071695,18
423,200400200071695,150
424,200400200071695,136
425,200400200071695,119
426,20220011370117,380
427,20220011370117,119
428,20220011370117,427
429,200400200071197,18
430,200400200071197,140
431,200400200071197,141
432,200400200071197,424
433,200400200071197,143
434,200400200071197,152
435,200400200071197,362
436,200400200071197,150
437,200400200071197,139
438,200400200071197,355
439,200400200071197,142
440,200400200071197,138
441,200400200071197,21
442,200400200071197,430
443,200400200071197,428
444,200400200071197,115
445,200400200071197,429
446,200400200071197,392
447,20220011370113,28
448,20220011370113,354
449,20220011370113,362
450,20220011370113,392
451,2018000370473,419
452,200400200201134,392
453,200400200201134,428
454,200400200201134,151
455,20220011370116,425
456,20220011370116,152
457,20220011370116,426
458,20220011370116,111
459,20220011370116,355
460,20220011370116,150
461,20220011370116,365
462,20220011370116,428
463,20220011370116,430
464,20220011370116,18
465,20220011370116,142
466,20220011370116,392
467,20220011370116,138
468,20220011370116,143
469,20220011370116,424
470,20220011370116,140
471,20220011370116,141
472,20220011370116,139
473,20220011370116,21
474,20220011370116,429
475,2014002002832,389
476,2014002002829,152
477,2014002002830,152
478,2014002002828,152
479,2014002002823,152
480,20040017025224,369
481,20040017025224,362
482,20040017025226,21
483,20040017025226,362
484,20040017025226,152
485,20040017025226,143
486,20040017025226,18
487,20040017025226,392
488,20040017025226,140
489,20040017025226,141
490,20040017025226,424
491,20040017025226,429
492,20040017025225,423
493,20040017025225,362
494,20040017025223,426
495,20040017025223,21
496,20040017015204,18
497,20040017015204,150
498,20040017015204,362
499,20040017015204,141
500,20040017015204,140
501,20040017015204,355
502,20040017015204,142
503,20040017015204,424
504,20040017015204,21
505,20040017015204,143
506,20040017015204,138
507,20040017015204,152
508,20040017015204,425
509,20040017015204,428
510,20040017015204,430
511,200900200033,18
512,200900200033,152
513,200900200033,150
514,200900200033,355
515,200900200033,424
516,200900200033,140
517,200900200033,21
518,200900200033,141
519,20040015162211,353
520,20040015162211,142
521,20040015162211,355
522,20040015162211,140
523,20040015162211,141
524,200400150831099,150
525,200400150831099,362
526,200400150831099,428
527,200400150831099,226
528,20190009105271,428
529,20190009105271,118
530,2015001001877,151
531,20190009105175,419
532,20190009105175,428
533,20190009105175,362
534,20190009105149,419
535,20190009105149,428
536,20190009105149,362
537,2012001701033,58
538,200400200082437,169
539,200400200082437,151
540,20040015162460,151
541,20150010018119,392
542,20150010018119,428
543,20150010018119,151
544,2015001001868,151
545,200700170352298,151
546,200700170352298,428
547,20100016005247,151
548,200400200072308,151
549,200400200072308,383
550,200400200072308,428
551,20040015162287,151
552,20040015162287,383
553,20040015162287,428
554,2019001634020,140
555,2019001634020,141
556,2019001634020,424
557,2019001634020,143
558,2019001634020,355
559,2019001634020,138
560,2019001634020,21
561,2019001634020,152
562,2019001634020,362
563,2019001634020,428
564,2019001634020,392
565,2019001634020,430
566,2019001634034,392
567,2019001634034,143
568,2019001634034,424
569,2019001634034,141
570,2019001634034,140
571,2019001634034,428
572,2019001634034,362
573,2019001634034,152
574,2019001634034,21
575,2019001634034,138
576,2019001634034,142
577,2019001634034,355
578,2019001634034,430
579,2019001634034,111
580,2019001634035,140
581,2019001634035,141
582,2019001634035,424
583,2019001634035,143
584,2019001634035,355
585,2019001634035,142
586,2019001634035,138
587,2019001634035,21
588,2019001634035,152
589,2019001634035,362
590,2019001634035,428
591,2019001634035,392
592,2019001634035,430
593,2019001634035,111
594,2019001634036,140
595,2019001634036,141
596,2019001634036,424
597,2019001634036,143
598,2019001634036,355
599,2019001634036,142
600,2019001634036,138
601,2019001634036,21
602,2019001634036,152
603,2019001634036,362
604,2019001634036,428
605,2019001634036,392
606,2019001634036,430
607,2019001634036,111
608,200400151101105,353
609,200400151101105,355
610,200400151101105,142
611,200400151101105,424
612,200400151101105,140
613,200400151101105,141
614,200400151101105,351
615,20040015110887,423
616,20040015110887,425
617,20040015110887,152
618,20040015110887,150
619,20040015110887,426
620,20040015110887,355
621,20040015110887,142
622,20040015110887,362
623,20040015110887,428
624,20040015110887,365
625,20040015110887,392
626,20040015110887,18
627,20040015110887,430
628,20040015110887,143
629,20040015110887,424
630,20040015110887,115
631,20040015110887,140
632,20040015110887,141
633,20040015110887,139
634,20040015110887,21
635,20040015110887,138
636,20040020030108,419
637,200400200071916,353
638,200400200071801,353
639,200400200072015,353
640,200400200071803,353
641,200400200071882,353
642,200400200071749,353
643,200400200071932,353
644,2015001204914,419
645,20040020031389,419
646,20040020031382,419
647,20040020031165,419
648,20040020031114,419
649,20040020031116,419
650,20040020031123,419
651,20040020031122,419
652,20040020031129,419
653,20040020031124,419
654,2004002003162,153
655,2004002003162,153
656,20040020031378,153
657,20040020031151,419
658,2004002003158,419
659,2004002003158,419
660,20040020031200,419
661,20040020031119,419
662,20040020031146,419
663,20040020031161,419
664,20040020031203,419
665,20040020020935,392
666,20040020020935,428
667,20040020020935,383
668,20040020020935,151
669,20040020006895,423
670,20040020006895,425
671,20040020006895,152
672,20040020006895,392
673,20040020006895,142
674,20040020006895,355
675,20040020006895,426
676,20040020006895,150
677,20040020006895,430
678,20040020006895,428
679,20040020006895,424
680,20040020006895,141
681,20040020006895,140
682,20040020006895,18
683,20040020006895,362
684,20040020006895,21
685,20040020006938,116
686,20040020006938,392
687,20220011370106,116
688,20220011370106,426
689,20220011370106,428
690,20220011370106,430
691,20220011370106,392
692,20220011370106,142
693,20220011370106,115
694,20220011370106,424
695,20220011370106,140
696,20220011370106,141
697,20220011370106,355
698,200400200023494,428
699,200400200023494,151
700,200400200023494,392
701,200400200023532,151
702,20180012174289,392
703,20180012174289,428
704,20180012174289,151
705,2015001201366,19
706,20040020028684,423
707,20040020028684,425
708,20040020028684,356
709,2015001201276,61
710,2015001201276,353
711,2015001201275,61
712,2015001201275,353
713,2015001201277,61
714,2015001201277,353
715,2015001201248,61
716,2015001201248,353
717,2015001201272,61
718,2015001201272,353
719,20140017002195,151
720,200400200071448,419
721,200400150831813,183
722,200400150831813,119
723,200400150831813,151
724,200400150831813,18
725,200400150831813,362
726,200400150831813,150
727,200400150831813,139
728,200400150831813,140
729,200400150831813,141
730,200400150831813,355
731,200400150831813,142
732,200400150831813,424
733,200400150831813,21
734,200400150831813,143
735,200400150831813,138
736,200400150831813,152
737,20040017038113,419
738,2004002003140,419
739,2004002003140,419
740,2019001626123,419
741,2011002000125,419
742,2004002006083,419
743,20040015100219,419
744,20040019002112,419
745,2011002000126,419
746,2018000370435,419
747,20040015094159,419
748,2018000370434,419
749,20040017039580,419
750,20040017039580,428
751,2018000370466,419
752,2018000370465,419
753,2004002006218,419
754,20040020003110,419
755,20040020028374,419
756,20040015100245,419
757,2014002002328,419
758,20040017038110,419
759,20040017038109,419
760,2018000370437,419
761,20040017038106,419
762,2018000370436,419
763,20040015100194,419
764,2014002002325,419
765,2021000648359,419
766,20040015094164,419
767,201100200013,419
768,2018000370476,419
769,20040020003163,419
770,2011002009920,419
771,20040017039531,419
772,20040015162118,419
773,2009002007937,419
774,20040015094156,419
775,20040019002115,419
776,2011002009921,419
777,2020001609512,419
778,2009001600171,419
779,20040015094185,419
780,2021000648357,419
781,2021000648353,419
782,202000160956,419
783,2018000370453,419
784,20190016403150,419
785,2018000370422,419
786,2018000370421,419
787,2011002009931,419
788,2009001600122,419
789,202000160955,419
790,2018000370467,419
791,2018000370474,419
792,20040020031362,419
793,20040019002116,419
794,2004002006045,419
795,202000160951,419
796,2020001609513,419
797,2020001609510,419
798,202000160959,419
799,2017288019310,419
800,2004001706662,419
801,2013001712278,419
802,20130020008412,419
803,20040020027186,419
804,202200195971,419
805,20040017068174,419
806,20040017038117,419
807,20040017038117,428
808,20040020020938,419
809,2004002006061,419
810,20040015094148,419
811,20040020031364,419
812,20040015094158,419
813,2018000370451,419
814,20040017038115,419
815,20040020031374,419
816,20040017055100,419
817,2020001635754,419
818,20040020031450,419
819,20040020036157,419
820,20040020019457,419
821,2022002044612,419
822,2011002000127,419
823,2005002000790,419
824,20040017038111,419
825,2008002005320,419
826,2008002005330,419
827,202000160952,419
828,20040020031361,419
829,2018000370454,419
830,2017288019329,419
831,2016000659812,419
832,20040015100229,419
833,20120019007424,419
834,20040015100214,419
835,202200195972,419
836,2015001204915,419
837,2018000370428,419
838,2015001204916,419
839,2006002000110,419
840,20040020031383,419
841,20120019007419,419
842,2004001705573,419
843,20040020031331,419
844,2004001705590,419
845,2004001707335,419
846,20040020031503,419
847,20040020031399,419
848,2010001800222,419
849,20040020036156,419
850,2004002006066,419
851,2014002002374,419
852,20040017015414,419
853,2019001640313,419
854,201728801939,419
855,2004002006089,419
856,2020001602013,419
857,2020001602014,419
858,20040015100238,419
859,20040015100246,419
860,20190016403118,419
861,2004002006069,419
862,20040015094184,419
863,2020001635742,419
864,2016001212615,419
865,2014002002356,419
866,20040017038208,419
867,2019001029719,419
868,2019001029724,419
869,2004001705565,419
870,2019001640397,419
871,20090016001100,419
872,20040020016621,419
873,20040020031385,419
874,2012002001433,419
875,20040017055102,419
876,20040015100227,419
877,20040015039217,419
878,2011002007860,419
879,2011002000121,419
880,20040017038136,419
881,20040020003124,419
882,20040020003126,419
883,202300291032,419
884,201900160992,419
885,2015000221718,419
886,2019000910552,419
887,2019000910552,428
888,20040020003122,419
889,2009002007931,419
890,20040020003188,419
891,2004001900264,419
892,20040020031142,419
893,20040020031426,419
894,2004001900265,419
895,20040020031158,419
896,20040020031215,419
897,20040020031314,419
898,20040020031278,419
899,20040020031195,419
900,20040020031159,419
901,2004001900266,419
902,202000162027,419
903,2011002007822,419
904,20040020028240,419
905,20040020003184,419
906,20040020003185,419
907,2009002007913,419
908,2011002007849,419
909,2004002003191,419
910,20040020003183,419
911,20040020003186,419
912,2019001029732,419
913,20040020031139,419
914,2014002002335,419
915,20040020031226,419
916,2011002007874,419
917,20040015039208,419
918,20040020031225,419
919,2004002003530,419
920,2011002007846,419
921,2011002007833,419
922,2011002007871,419
923,2009002007912,419
924,201600065981,419
925,20040020031172,419
926,2011002000122,419
927,20040020003201,428
928,20040020003201,362
929,20040020003201,419
930,20040017038119,419
931,20040020031232,419
932,20040020031113,419
933,20040020031238,419
934,20040020031115,419
935,20040020031128,419
936,20040020031127,419
937,20040020031126,419
938,20040020031212,419
939,20040020031121,419
940,20040020031118,419
941,20040020031320,419
942,2013002002474,419
943,20040020031131,419
944,2011002000120,419
945,20040020031404,419
946,2023002910314,419
947,2004002003163,153
948,2004002003163,153
949,2004002003168,153
950,2004002003168,153
951,20040020031391,153
952,2015000221721,419
953,2004002003176,153
954,2004002003176,153
955,2004001510489,152
956,2004001510489,419
957,20040015100231,419
958,2011002007824,419
959,2011002005618,419
960,20040020020209,419
961,2004002003196,419
962,2023002910315,419
963,20040020016587,419
964,20040020016586,419
965,20040020031445,419
966,2004002003159,419
967,2004002003159,419
968,2011002007831,419
969,2011002007859,419
970,20040020031117,419
971,20040020031125,419
972,20040020031366,419
973,20040020031365,419
974,20040020031145,419
975,20040020031120,419
976,201600065987,419
977,2011002005623,419
978,2004002003190,419
979,20040020016490,419
980,20040016020270,419
981,2012002001445,419
982,201300171223,419
983,2004002003516,419
984,20040020031204,419
985,2019001626115,419
986,201300171225,419
987,2011002005616,419
988,20040020031188,419
989,2004001706654,419
990,2004001707362,419
991,20040020016584,419
992,2004001706651,419
993,202100066224,419
994,202100066223,419
995,2011002007836,419
996,201900140716,419
997,201900140712,419
998,201900140713,419
999,201500080213,423
1000,201500080213,425
1001,201500080213,362
1002,2012001701015,423
1003,2012001701015,425
1004,2012001701015,362
1005,201500080219,423
1006,201500080219,425
1007,201500080219,362
1008,2015000802112,423
1009,2015000802112,425
1010,2015000802112,362
1011,2012001701031,423
1012,2012001701031,425
1013,2012001701031,362
1014,2015000802145,423
1015,2015000802145,425
1016,2015000802145,362
1017,200400200023514,345
1018,200400200023514,18
1019,200400200023514,140
1020,200400200023514,141
1021,200400200023514,143
1022,200400200023514,152
1023,200400200023514,150
1024,200400200023514,355
1025,200400200023514,138
1026,202100123801,87
1027,202100123801,362
1028,200400170211234,15
1029,200400170211234,353
1030,20040020020720,353
1031,20040020020720,15
1032,200700170352272,392
1033,200700170352272,428
1034,200700170352272,362
1035,200700170352272,424
1036,200700170352272,355
1037,200700170352272,141
1038,200700170352272,87
1039,200400200082748,87
1040,200400200082748,392
1041,200400200082748,355
1042,200400200082748,428
1043,200400200082748,362
1044,200400200082748,424
1045,200400200082748,141
1046,200400200023468,151
1047,20140017002196,151
1048,20100016005319,151
1049,20172880236168,15
1050,201500080212,423
1051,201500080212,425
1052,201500080212,362
1053,2012001701044,423
1054,2012001701044,425
1055,2012001701044,362
1056,201500080214,423
1057,201500080214,425
1058,201500080214,362
1059,2012001701016,423
1060,2012001701016,425
1061,2012001701016,362
1062,2015000802111,423
1063,2015000802111,425
1064,2015000802111,362
1065,2012001701042,425
1066,2012001701042,423
1067,2012001701042,362
1068,2015000802143,362
1069,2015000802143,425
1070,2015000802143,423
1071,2015000802144,425
1072,2015000802144,423
1073,2015000802144,362
1074,20100019004908,425
1075,20100019004908,428
1076,20100019004908,392
1077,20100019004908,111
1078,20100019004908,362
1079,20100019004908,423
1080,20040017006726,16
1081,20040017006726,362
1082,20180012174284,151
1083,200400200072639,183
1084,200400200072639,276
1085,200400200071002,183
1086,200400200071002,276
1087,200600200032936,200
1088,200600200032936,353
1089,200600200032247,200
1090,200600200032208,428
1091,200600200032208,21
1092,200600200032208,142
1093,200600200032208,355
1094,200600200032208,150
1095,200600200032208,362
1096,200600200032208,152
1097,200600200032208,143
1098,200600200032208,424
1099,200600200032208,141
1100,200600200032208,140
1101,200600200032208,18
1102,200600200032532,215
1103,200600200032407,323
1104,200600200032407,427
1105,200600200032407,419
1106,200600200032209,428
1107,200600200032209,142
1108,200600200032209,151
1109,200600200032745,18
1110,200600200032745,151
1111,200600200032745,140
1112,200600200032745,141
1113,200600200032745,424
1114,200600200032745,143
1115,200600200032745,152
1116,200600200032745,362
1117,200600200032745,150
1118,200600200032745,355
1119,200600200032745,142
1120,200600200032745,21
1121,200600200032745,428
1122,20040020029212,151
1123,202100200744,355
1124,202100200744,392
1125,202100200744,140
1126,202100200744,424
1127,202100200744,61
1128,202100200744,353
1129,200400170061405,183
1130,20040017017670,151
1131,2010002006020,19
1132,200400200061866,183
1133,200400200061866,150
1134,200400200061866,362
1135,201400171076,151
1136,20130020008366,61
1137,20130020008366,353
1138,20130020008366,152
1139,20130020008365,18
1140,20130020008365,362
1141,20130020008365,150
1142,20130020008365,139
1143,20130020008365,351
1144,200600200032851,372
1145,20180012174390,151
1146,20180012174390,428
1147,20180012174390,362
1148,200400200201127,151
1149,200400200201127,428
1150,200700170352530,29
1151,20130020024187,419
1152,20130020024187,290
1153,20130020024150,419
1154,20130020024150,290
1155,200400200023006,351
1156,200400200023006,353
1157,200400200022538,353
1158,200400200022538,152
1159,200700170351204,151
1160,200700170351204,392
1161,200700170351204,428
1162,20040017039606,428
1163,20040017039606,138
1164,20040017039606,152
1165,20040017039606,143
1166,20040017039606,424
1167,20040017039606,140
1168,20040020020539,362
1169,20040020020539,428
1170,20040017031223,123
1171,20040017031130,122
1172,200400150831949,18
1173,200400150831949,150
1174,200400150831949,382
1175,200600200032050,17
1176,200600200032517,183
1177,200600200032517,150
1178,20130020024264,342
1179,200600200032206,183
1180,200600200032756,152
1181,200600200032756,428
1182,2024002808057,152
1183,2024002808052,152
1184,200600200032122,152
1185,2024002808058,152
1186,200600200031814,152
1187,2024002808055,152
1188,2024002808053,152
1189,200600200031800,152
1190,2024002808056,152
1191,200600200031438,152
1192,200600200032205,90
1193,200600200032205,381
1194,200600200032205,18
1195,200600200032205,428
1196,200600200032940,327
1197,200600200032115,344
1198,200600200032782,425
1199,200600200032782,424
1200,200600200032782,350
1201,200600200032782,246
1202,200600200032049,151
1203,200600200032055,128
1204,2012002007518,128
1205,200400200061948,152
1206,200400200061948,150
1207,200400200061948,392
1208,200400200061948,355
1209,200400200061948,111
1210,200400200061948,365
1211,200400200061948,428
1212,200400200061948,430
1213,200400200061948,18
1214,200400200061948,142
1215,200400200061948,362
1216,200400200061948,138
1217,200400200061948,424
1218,200400200061948,140
1219,200400200061948,139
1220,200400200061948,141
1221,200400200061948,21
1222,200400200061948,143
1223,200400200061948,429
1224,200600200032905,15
1225,200600200032737,15
1226,200600200032730,15
1227,200600200032727,15
1228,200600200032738,15
1229,200600200032908,15
1230,20130020024289,342
1231,2024002808042,325
1232,200600200032062,325
1233,200600200032036,423
1234,200600200032036,425
1235,200600200032036,430
1236,200600200032036,115
1237,200600200032036,362
1238,200600200032036,139
1239,2024002808059,152
1240,2024002808048,152
1241,2024002808047,152
1242,2024002808060,152
1243,200600200032909,138
1244,200600200032909,21
1245,200600200032909,142
1246,200600200032909,355
1247,200600200032909,143
1248,200600200032909,424
1249,200600200032909,141
1250,200600200032909,140
1251,2024002808054,152
1252,200600200031922,152
1253,2024002808050,152
1254,20040020010373,15
1255,20040017017745,151
1256,20040017017753,151
1257,20200012016142,176
1258,20040017017830,151
1259,200400170061714,357
1260,200400170061714,428
1261,200400170061714,392
1262,2013001515195,357
1263,20040020071368,18
1264,20040020071368,143
1265,20040020071368,355
1266,20040020071368,141
1267,20040020071368,428
1268,20040020071368,152
1269,20040020071368,140
1270,20040020071368,142
1271,20040020071368,424
1272,20040020071368,150
1273,20200012016156,117
1274,200400200061722,274
1275,200400200061722,381
1276,200400200061369,381
1277,200400200082181,152
1278,20130020008182,152
1279,200400200061651,152
1280,20130020024251,342
1281,200600200032311,168
1282,200600200032311,116
1283,200600200032678,168
1284,200600200032678,116
1285,20040015104295,419
1286,20040015104295,118
1287,20130020024218,419
1288,20130020024154,419
1289,200600200032168,151
1290,20060020003930,151
1291,20060020003701,151
1292,20060020003688,142
1293,20060020003688,138
1294,20060020003688,151
1295,200600200031156,151
1296,20060020003786,151
1297,200600200032135,15
1298,200600200032246,15
1299,200600200032569,235
1300,200600200032108,139
1301,200600200032108,150
1302,200600200032108,362
1303,200600200032108,354
1304,200600200032108,28
1305,200600200032108,16
1306,200600200032012,17
1307,200600200032541,362
1308,200600200032541,139
1309,200600200032541,423
1310,200600200032541,425
1311,200600200032541,115
1312,200600200032541,430
1313,200600200032520,362
1314,200600200032520,139
1315,200600200032520,423
1316,200600200032520,425
1317,200600200032520,115
1318,200600200032520,430
1319,200600200032297,192
1320,200600200032297,356
1321,200600200032297,392
1322,200600200031827,138
1323,200600200031827,21
1324,200600200031827,142
1325,200600200031827,355
1326,200600200031827,143
1327,200600200031827,424
1328,200600200031827,141
1329,200600200031827,140
1330,200600200031725,151
1331,200600200031726,151
1332,200700170351276,119
1333,200700170351283,152
1334,2020000299447,138
1335,20040017017514,151
1336,200400200061282,362
1337,200400200061282,141
1338,200400200061282,136
1339,200400200061282,140
1340,200400200061282,150
1341,200400200061282,428
1342,200400200061282,16
1343,200400150831854,20
1344,200400150831854,428
1345,200400150831854,423
1346,200400150831854,424
1347,200400150831854,362
1348,200400150831854,383
1349,200400150831854,353
1350,200400200022987,383
1351,200400200022987,424
1352,200400200022987,362
1353,200400200022987,423
1354,200400200022987,428
1355,200400200022987,20
1356,200400200022987,353
1357,200400200022409,424
1358,200400200022409,20
1359,200400200022409,362
1360,200400200022409,423
1361,200400200022409,425
1362,200400200071876,353
1363,200400200071876,140
1364,200400200071876,141
1365,200400200071876,424
